cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
-0.028,2.709,0.746,0.018,0.131,0.048,0.008,0.001,0.002,0.003,0.001,0,0
-0.16,2.351,1.008,0.171,0.879,0.248,0.121,0.003,0.006,0.012,0.003,0.002,0
-0.006,2.143,0.65,0.071,0.786,0.164,0.034,0.003,0.004,0.009,0.002,0.001,0
0.523,2.937,1.189,0.382,0.694,0.501,0.306,0.026,0.04,0.061,0.024,0.017,0
0.032,2.62,0.715,0.113,0.921,0.305,0.079,0.006,0.01,0.018,0.004,0.003,0
0.129,2.941,0.982,0.226,0.848,0.334,0.152,0.008,0.014,0.024,0.008,0.005,0
0.01,2.495,1.043,0.216,0.842,0.336,0.159,0.011,0.015,0.023,0.008,0.005,0
0.003,0.513,0.479,0,1,0.008,0,0,0,0.001,0,0,0
0.668,2.812,1.045,0.463,0.621,0.613,0.379,0.052,0.065,0.095,0.037,0.032,0
0.048,2.045,0.591,0.04,0.68,0.102,0.035,0.002,0.003,0.006,0.001,0.001,0
-0.032,0.605,0.647,0.001,0.008,0.005,0,0,0,0.001,0,0,0
0.319,2.736,0.901,0.316,0.794,0.455,0.207,0.016,0.023,0.04,0.012,0.008,0
0.074,2.832,0.784,0.184,0.893,0.333,0.107,0.005,0.009,0.017,0.003,0.002,0
0.044,2.885,0.769,0.03,0.206,0.076,0.018,0.001,0.002,0.005,0.001,0,0
0.26,2.763,0.902,0.212,0.852,0.437,0.148,0.013,0.021,0.029,0.011,0.008,0
0.094,1.73,0.959,0.235,0.78,0.37,0.22,0.009,0.017,0.027,0.006,0.003,0
0.177,2.865,0.773,0.137,0.903,0.287,0.097,0.013,0.017,0.026,0.01,0.007,0
0.042,2.89,0.84,0.185,0.889,0.309,0.112,0.003,0.006,0.012,0.002,0.002,0
0.191,2.752,0.777,0.225,0.853,0.404,0.147,0.011,0.013,0.027,0.006,0.004,0
0.391,2.684,1.02,0.352,0.747,0.47,0.253,0.021,0.026,0.048,0.017,0.013,0
-0.023,2.643,0.78,0.162,0.944,0.355,0.056,0.008,0.013,0.025,0.005,0.003,0
-0.16,2.752,0.895,0.158,0.919,0.244,0.083,0,0.001,0.004,0,0,0
-0.055,2.512,0.96,0.175,0.882,0.292,0.119,0.006,0.008,0.015,0.003,0.003,0
0.206,2.88,0.788,0.187,0.632,0.304,0.107,0.008,0.012,0.022,0.005,0.004,0
-0.035,2.285,0.83,0.15,0.885,0.331,0.115,0.005,0.008,0.018,0.002,0.002,0
-0.013,2.447,0.867,0.164,0.888,0.314,0.112,0.005,0.008,0.015,0.003,0.002,0
0.234,2.582,0.912,0.294,0.823,0.38,0.177,0.006,0.01,0.02,0.005,0.004,0
0.089,2.76,0.831,0.19,0.891,0.337,0.109,0.004,0.01,0.018,0.003,0.002,0
0.186,2.67,0.927,0.215,0.85,0.427,0.151,0.014,0.024,0.039,0.011,0.008,0
0.025,2.885,0.764,0.105,0.602,0.204,0.058,0.004,0.007,0.012,0.003,0.002,0
0.036,1.845,0.623,0.107,0.92,0.169,0.08,0.003,0.006,0.011,0.002,0.001,0
0.101,2.835,0.746,0.176,0.901,0.301,0.099,0.006,0.009,0.018,0.004,0.003,0
0.199,2.642,0.797,0.231,0.866,0.405,0.134,0.009,0.015,0.028,0.004,0.003,0
0.312,2.791,1.01,0.302,0.791,0.412,0.209,0.014,0.025,0.034,0.011,0.007,0
-0.054,2.941,0.896,0.166,0.896,0.286,0.105,0.005,0.008,0.014,0.003,0.002,0
-0.131,2.941,0.847,0.13,0.928,0.253,0.072,0.003,0.005,0.01,0.002,0.001,0
-0.037,2.686,1.054,0.198,0.87,0.338,0.13,0.01,0.017,0.027,0.007,0.005,0
-0.017,2.122,0.841,0.191,0.873,0.294,0.127,0.003,0.007,0.016,0.002,0.001,0
0.034,2.88,0.967,0.205,0.855,0.303,0.145,0.008,0.013,0.02,0.006,0.005,0
0.044,2.861,0.763,0.114,0.62,0.199,0.071,0.002,0.004,0.009,0.002,0.001,0
-0.083,2.425,0.791,0.133,0.93,0.286,0.07,0.003,0.006,0.012,0.002,0.001,0
0.101,2.517,0.917,0.207,0.847,0.339,0.153,0.006,0.012,0.019,0.004,0.003,0
0.003,2.667,0.744,0.066,0.961,0.392,0.039,0.018,0.027,0.043,0.013,0.01,0
0.012,2.658,0.759,0.125,0.923,0.279,0.077,0.004,0.007,0.014,0.002,0.002,0
0.016,2.557,0.74,0.131,0.917,0.226,0.083,0.003,0.007,0.013,0.002,0.002,0
0.04,2.815,0.852,0.16,0.848,0.295,0.103,0.007,0.011,0.019,0.005,0.004,0
0.125,2.351,0.738,0.151,0.922,0.394,0.078,0.005,0.009,0.016,0.001,0.001,0
1.075,2.891,1.126,0.616,0.478,0.724,0.522,0.072,0.094,0.132,0.058,0.049,0
0.034,2.837,0.89,0.139,0.904,0.399,0.096,0.013,0.02,0.033,0.008,0.005,0
-0.147,2.686,0.952,0.15,0.901,0.264,0.099,0.003,0.006,0.01,0.002,0.002,0
-0.132,2.85,0.858,0.126,0.928,0.24,0.072,0.002,0.005,0.009,0.001,0.001,0
-0.086,1.978,0.929,0.192,0.862,0.266,0.138,0.003,0.004,0.012,0.002,0.001,0
0.145,2.618,1.102,0.255,0.817,0.349,0.183,0.013,0.019,0.029,0.011,0.008,0
0.16,2.89,1.014,0.234,0.84,0.358,0.161,0.009,0.017,0.026,0.007,0.005,0
0.303,2.5,0.818,0.318,0.841,0.418,0.159,0.007,0.016,0.027,0.006,0.002,0
0.126,2.586,0.905,0.221,0.864,0.326,0.138,0.005,0.007,0.015,0.004,0.002,0
0.011,2.733,0.854,0.13,0.617,0.209,0.08,0.003,0.006,0.01,0.002,0.001,0
0.042,2.576,0.79,0.018,0.095,0.035,0.01,0,0.001,0.001,0,0,0
-0.201,1.942,0.893,0.183,0.931,0.263,0.07,0.005,0.008,0.016,0.002,0.002,0
0.026,2.455,0.767,0.14,0.903,0.329,0.097,0.006,0.01,0.02,0.004,0.003,0
-0.008,1.349,0.519,0.022,0.377,0.056,0.005,0.001,0.001,0.003,0,0,0
0.204,2.941,0.892,0.237,0.836,0.377,0.164,0.012,0.019,0.032,0.009,0.007,0
0.037,2.692,0.672,0.019,0.171,0.049,0.011,0.001,0.002,0.003,0.001,0,0
1.514,2.861,1.025,0.77,0.309,0.84,0.691,0.071,0.117,0.157,0.064,0.053,0
0.073,2.631,0.661,0.128,0.933,0.249,0.067,0.004,0.006,0.014,0.003,0.001,0
0.125,2.607,1.049,0.24,0.825,0.358,0.175,0.012,0.019,0.029,0.01,0.007,0
-0.037,1.668,0.746,0.036,0.209,0.065,0.025,0.001,0.002,0.003,0.001,0,0
0.122,2.709,0.858,0.218,0.857,0.349,0.144,0.009,0.016,0.026,0.007,0.004,0
-0.011,2.738,0.858,0.178,0.876,0.293,0.124,0.004,0.007,0.012,0.003,0.002,0
0.104,2.89,0.755,0.154,0.902,0.279,0.099,0.005,0.008,0.016,0.003,0.002,0
0.289,2.878,0.98,0.091,0.372,0.268,0.065,0.012,0.019,0.032,0.009,0.005,0
0.246,2.941,1.125,0.281,0.788,0.412,0.212,0.021,0.03,0.043,0.016,0.012,0
0.026,2.477,0.815,0.065,0.519,0.172,0.047,0.006,0.008,0.014,0.004,0.003,0
0.079,2.544,0.813,0.214,0.904,0.317,0.096,0.002,0.002,0.01,0.002,0.001,0
-0.179,0.694,0.697,0.02,1,0.445,0,0.008,0.017,0.04,0.007,0.003,0
0.038,2.607,0.687,0.131,0.928,0.306,0.072,0.004,0.008,0.016,0.003,0.002,0
0.084,2.312,0.723,0.179,0.898,0.365,0.102,0.006,0.012,0.022,0.003,0.002,0
-0.097,1.459,0.759,0.084,0.925,0.293,0.075,0.008,0.012,0.023,0.004,0.003,0
0.174,2.614,0.989,0.248,0.826,0.376,0.174,0.012,0.02,0.033,0.008,0.007,0
0.076,2.73,0.803,0.184,0.897,0.357,0.103,0.007,0.012,0.022,0.004,0.003,0
0.056,2.832,0.812,0.18,0.862,0.307,0.138,0.002,0.006,0.009,0.001,0,0
0.308,2.941,1.008,0.306,0.775,0.438,0.225,0.019,0.029,0.043,0.014,0.011,0
0.072,2.556,0.718,0.16,0.907,0.334,0.093,0.006,0.011,0.02,0.003,0.002,0
-0.06,2.349,1.062,0.209,0.858,0.297,0.142,0.005,0.008,0.017,0.003,0.002,0
-0.148,1.848,0.885,0.155,0.875,0.245,0.125,0.001,0.002,0.005,0.001,0.001,0
0.035,2.08,0.797,0.177,0.875,0.338,0.125,0.008,0.014,0.022,0.005,0.005,0
0.798,2.724,1.31,0.528,0.525,0.613,0.476,0.033,0.068,0.091,0.03,0.026,0
0.116,2.798,0.934,0.221,0.863,0.334,0.138,0.006,0.01,0.018,0.004,0.003,0
0.228,2.48,1.146,0.302,0.78,0.399,0.22,0.006,0.021,0.025,0.006,0.006,0
0.122,2.923,0.774,0.192,0.887,0.35,0.113,0.005,0.01,0.019,0.003,0.002,0
0.046,2.793,1.034,0.208,0.861,0.325,0.139,0.008,0.012,0.022,0.006,0.004,0
-0.045,2.703,0.764,0.085,0.635,0.195,0.043,0.004,0.007,0.012,0.002,0.001,0
0.047,2.769,0.723,0.135,0.911,0.269,0.089,0.003,0.007,0.013,0.002,0.001,0
-0.022,1.636,0.594,0.036,0.967,0.074,0.033,0.001,0.001,0.002,0,0,0
-0.09,2.374,1.17,0.278,0.842,0.326,0.158,0.011,0.019,0.032,0.009,0.007,0
-0.095,1.766,0.842,0.165,0.891,0.319,0.119,0.005,0.01,0.017,0.003,0.002,0
0.098,2.838,1.102,0.234,0.825,0.321,0.175,0.011,0.019,0.029,0.01,0.008,0
0.132,2.941,0.656,0.107,0.937,0.317,0.063,0.011,0.018,0.028,0.008,0.006,0
0.318,2.854,1.095,0.281,0.807,0.379,0.193,0.011,0.016,0.025,0.009,0.007,0
0.031,2.579,0.967,0.134,0.58,0.216,0.094,0.006,0.009,0.015,0.004,0.003,0
-0.085,2.389,0.808,0.122,0.913,0.261,0.087,0.003,0.005,0.009,0.001,0.001,0
0.015,2.306,0.837,0.178,0.894,0.349,0.106,0.007,0.007,0.021,0.005,0.004,0
0.242,2.89,0.863,0.259,0.844,0.435,0.156,0.019,0.029,0.044,0.012,0.009,0
0.022,2.667,0.738,0.143,0.906,0.299,0.094,0.002,0.004,0.01,0.001,0.001,0
0.23,2.941,1.044,0.185,0.853,0.368,0.147,0.011,0.02,0.033,0.009,0.008,0
-0.081,2.573,1.144,0.195,0.849,0.276,0.151,0.007,0.014,0.019,0.006,0.004,0
0.083,2.826,0.909,0.189,0.88,0.332,0.12,0.007,0.012,0.02,0.005,0.004,0
0.767,2.66,1.475,0.533,0.524,0.598,0.476,0.017,0.062,0.074,0.014,0.011,0
-0.315,2.473,1.046,0.122,0.912,0.224,0.088,0.002,0.004,0.007,0.001,0.001,0
0.102,1.276,0.656,0.26,0.746,0.303,0.064,0.003,0.006,0.017,0.002,0.001,0
0.026,0.073,0.282,0,0.005,0,0,0,0,0,0,0,0
-0.057,2.609,0.839,0.117,0.917,0.214,0.083,0.003,0.006,0.01,0.002,0.002,0
0.013,0.624,0.434,0.002,1,0.017,0,0,0,0.001,0,0,0
0.261,2.724,1.151,0.282,0.784,0.429,0.216,0.015,0.028,0.04,0.012,0.009,0
-0.105,2.142,0.8,0.087,0.773,0.185,0.041,0.003,0.007,0.012,0.002,0.001,0
0.064,2.868,0.757,0.148,0.913,0.37,0.087,0.006,0.011,0.022,0.004,0.002,0
-0.014,2.555,0.718,0.142,0.911,0.261,0.089,0.001,0.003,0.006,0.001,0,0
0.018,2.941,0.791,0.171,0.892,0.339,0.108,0.005,0.009,0.018,0.003,0.002,0
-0.02,1.96,0.583,0.092,0.744,0.121,0.025,0,0.002,0.004,0,0,0
-0.08,2.702,0.815,0.117,0.926,0.273,0.074,0.002,0.004,0.011,0.001,0.001,0
0.042,2.282,0.782,0.163,0.873,0.321,0.127,0.001,0.003,0.009,0,0,0
0.226,2.885,0.966,0.27,0.813,0.387,0.192,0.019,0.026,0.038,0.015,0.012,0
0.076,1.689,0.76,0.213,0.8,0.293,0.2,0.001,0.005,0.01,0.001,0.001,0
0.445,2.941,1.052,0.342,0.741,0.49,0.259,0.026,0.037,0.055,0.019,0.016,0
0.017,2.941,0.807,0.163,0.903,0.313,0.098,0.004,0.007,0.014,0.002,0.002,0
0.07,2.857,0.778,0.071,0.365,0.134,0.04,0.002,0.003,0.007,0.001,0.001,0
0.477,2.467,1.033,0.414,0.693,0.525,0.308,0.021,0.032,0.053,0.017,0.012,0
0.023,1.615,0.611,0.097,0.949,0.191,0.051,0.003,0.006,0.012,0.002,0.001,0
0.01,2.816,0.888,0.182,0.885,0.312,0.115,0.005,0.009,0.016,0.003,0.003,0
0.142,2.768,0.897,0.202,0.864,0.408,0.136,0.013,0.022,0.035,0.008,0.006,0
0.088,2.884,1.065,0.245,0.843,0.355,0.157,0.009,0.013,0.023,0.007,0.005,0
0.694,2.489,1.239,0.46,0.586,0.571,0.414,0.026,0.047,0.068,0.02,0.018,0
0.211,2.337,1.111,0.316,0.759,0.401,0.241,0.015,0.022,0.035,0.013,0.01,0
0.224,2.767,1.059,0.279,0.793,0.396,0.207,0.014,0.022,0.034,0.01,0.009,0
-0.106,2.158,0.939,0.18,0.894,0.265,0.106,0.005,0.007,0.013,0.004,0.003,0
-0.243,2.113,0.87,0.003,0.038,0.007,0.001,0,0,0,0,0,0
-0.126,2.615,0.938,0.163,0.879,0.257,0.121,0.003,0.006,0.01,0.002,0.002,0
0.31,2.902,1.036,0.276,0.793,0.413,0.207,0.014,0.023,0.036,0.012,0.01,0
0.012,2.659,0.712,0.103,0.933,0.302,0.067,0.003,0.007,0.015,0.002,0.001,0
-0.081,2.038,0.764,0.12,0.936,0.292,0.064,0.005,0.011,0.019,0.003,0.003,0
-0.129,1.618,0.839,0.191,0.904,0.294,0.11,0.005,0.009,0.016,0.001,0.001,0
0.251,2.941,1.063,0.296,0.785,0.412,0.216,0.022,0.03,0.045,0.017,0.014,0
-0.051,2.617,0.883,0.17,0.906,0.278,0.094,0.004,0.006,0.01,0.002,0.002,0
-0.07,2.836,0.815,0.129,0.858,0.282,0.077,0.004,0.007,0.014,0.002,0.002,0
-0.032,2.884,0.97,0.184,0.883,0.295,0.117,0.002,0.006,0.012,0.002,0.002,0
-0.073,2.4,0.819,0.093,0.94,0.33,0.06,0.007,0.012,0.022,0.005,0.003,0
-0.017,2.263,0.806,0.187,0.863,0.249,0.138,0,0.002,0.006,0,0,0
0.16,2.708,1.005,0.247,0.824,0.353,0.176,0.012,0.018,0.027,0.008,0.006,0
-0.175,2.571,0.901,0.099,0.936,0.272,0.064,0.002,0.004,0.009,0.001,0.001,0
1.126,2.553,0.932,0.667,0.44,0.784,0.56,0.085,0.107,0.149,0.067,0.057,0
-0.137,2.79,0.981,0.155,0.889,0.257,0.112,0.004,0.007,0.012,0.003,0.002,0
-0.029,2.537,0.875,0.16,0.908,0.314,0.092,0.004,0.009,0.017,0.003,0.002,0
-0.06,2.941,0.865,0.162,0.906,0.292,0.094,0.003,0.005,0.012,0.002,0.001,0
-0.003,2.941,0.837,0.135,0.914,0.318,0.086,0.007,0.011,0.019,0.004,0.002,0
0.079,2.89,0.68,0.121,0.931,0.309,0.069,0.005,0.009,0.017,0.003,0.002,0
-0.076,0.64,0.611,0.002,1,0.162,0,0.002,0.011,0.018,0.002,0,0
0.035,1.957,0.697,0.188,0.901,0.379,0.1,0.008,0.011,0.018,0.006,0.004,0
0.228,2.822,0.884,0.181,0.865,0.379,0.135,0.013,0.02,0.035,0.009,0.007,0
0.047,2.492,1.073,0.219,0.819,0.315,0.181,0.013,0.023,0.03,0.012,0.01,0
0.06,2.937,0.744,0.15,0.91,0.309,0.09,0.005,0.008,0.015,0.003,0.002,0
0.308,2.761,1.183,0.316,0.766,0.415,0.234,0.015,0.031,0.04,0.012,0.01,0
-0.032,2.884,1.022,0.211,0.865,0.308,0.136,0.008,0.014,0.022,0.006,0.005,0
0.232,2.28,0.907,0.242,0.832,0.443,0.168,0.021,0.03,0.045,0.015,0.012,0
0.044,2.941,0.738,0.123,0.922,0.259,0.078,0.003,0.006,0.012,0.002,0.001,0
0.248,2.868,0.969,0.268,0.811,0.402,0.189,0.015,0.023,0.036,0.012,0.009,0
0.181,2.341,0.834,0.204,0.841,0.293,0.159,0.013,0.021,0.029,0.01,0.008,0
-0.044,0.987,0.649,0.156,0.99,0.414,0.01,0.006,0.013,0.03,0.004,0.003,0
0.049,2.15,0.644,0.117,0.925,0.249,0.075,0.006,0.01,0.017,0.004,0.002,0
0.026,0.652,0.483,0,1,0.164,0,0.006,0.009,0.015,0.004,0.003,0
-0.048,2.746,0.899,0.12,0.927,0.348,0.073,0.005,0.009,0.015,0.004,0.002,0
-0.1,2.633,0.86,0.151,0.92,0.244,0.08,0.002,0.004,0.01,0,0,0
0.554,2.941,1.066,0.395,0.7,0.544,0.301,0.029,0.045,0.064,0.022,0.019,0
0.04,2.211,0.948,0.053,0.302,0.124,0.046,0.005,0.007,0.012,0.004,0.003,0
0.267,2.88,0.962,0.278,0.813,0.399,0.187,0.011,0.019,0.032,0.009,0.008,0
-0.049,2.433,1.293,0.231,0.806,0.329,0.194,0.012,0.018,0.028,0.009,0.005,0
-0.053,0.434,0.561,0,0.054,0.006,0,0,0,0.001,0,0,0
-0.133,2.058,0.843,0.142,0.917,0.293,0.083,0.004,0.006,0.014,0.002,0.002,0
-0.096,2.654,0.943,0.147,0.902,0.252,0.098,0.005,0.009,0.014,0.004,0.004,0
-0.149,1.382,0.952,0.193,0.814,0.194,0.186,0,0,0.003,0,0,0
0.01,2.726,0.816,0.171,0.896,0.291,0.104,0.003,0.005,0.01,0.002,0.001,0
0.122,2.78,0.785,0.232,0.904,0.367,0.096,0.009,0.016,0.027,0.006,0.003,0
0.237,2.941,0.977,0.25,0.834,0.387,0.166,0.007,0.015,0.029,0.006,0.005,0
0.461,2.745,0.916,0.352,0.763,0.482,0.238,0.021,0.032,0.049,0.015,0.012,0
0.209,2.147,0.892,0.273,0.827,0.415,0.173,0.014,0.023,0.036,0.011,0.007,0
0.087,2.677,0.714,0.182,0.896,0.31,0.104,0.004,0.008,0.016,0.003,0.002,0
-0.057,2.941,0.807,0.129,0.921,0.269,0.079,0.003,0.006,0.011,0.002,0.001,0
0.059,2.799,0.784,0.167,0.905,0.372,0.097,0.006,0.012,0.022,0.004,0.003,0
0.143,2.882,0.89,0.221,0.849,0.361,0.151,0.009,0.014,0.025,0.006,0.004,0
-0.033,2.376,0.726,0.073,0.956,0.241,0.044,0.007,0.011,0.023,0.004,0.002,0
0.287,2.937,0.948,0.28,0.792,0.449,0.208,0.016,0.024,0.041,0.012,0.009,0
0.337,2.423,0.943,0.329,0.778,0.452,0.222,0.022,0.031,0.052,0.015,0.011,0
0.104,1.036,0.524,0.103,0.999,0.345,0.001,0.016,0.025,0.04,0.012,0.009,0
0.005,1.947,0.575,0.022,0.99,0.304,0.01,0.008,0.013,0.021,0.005,0.003,0
-0.058,2.749,0.834,0.148,0.911,0.268,0.089,0.002,0.005,0.009,0.001,0.001,0
0.026,0.064,0.268,0,1,0,0,0,0,0,0,0,0
0.026,2.692,0.781,0.185,0.894,0.328,0.106,0.004,0.008,0.017,0.003,0.001,0
0.623,2.88,1.035,0.44,0.664,0.58,0.336,0.04,0.053,0.078,0.031,0.024,0
0.043,1.808,0.566,0.124,0.938,0.172,0.062,0.001,0.003,0.007,0.001,0,0
0.142,2.573,0.993,0.234,0.826,0.352,0.174,0.013,0.019,0.029,0.011,0.008,0
-0.316,2.4,0.971,0.146,0.903,0.179,0.097,0.001,0.005,0.005,0.001,0,0
-0.004,2.793,0.836,0.156,0.908,0.28,0.092,0.003,0.007,0.012,0.002,0.002,0
0.214,2.941,0.81,0.24,0.853,0.411,0.147,0.011,0.018,0.032,0.008,0.006,0
0.614,2.793,1.18,0.443,0.627,0.57,0.373,0.044,0.056,0.075,0.035,0.027,0
0.113,2.793,0.868,0.212,0.859,0.357,0.141,0.011,0.017,0.028,0.007,0.005,0
0.129,2.691,0.984,0.216,0.86,0.413,0.14,0.012,0.021,0.035,0.008,0.006,0
0.331,1.196,0.541,0.376,0.947,0.7,0.053,0.048,0.068,0.102,0.039,0.029,0
0.011,2.89,0.819,0.162,0.909,0.319,0.091,0.003,0.005,0.011,0.001,0,0
0.291,2.691,1.127,0.306,0.766,0.424,0.234,0.016,0.023,0.034,0.011,0.006,0
0.001,2.837,1.151,0.215,0.842,0.298,0.158,0.009,0.017,0.024,0.007,0.005,0
0.924,2.873,1.112,0.537,0.547,0.665,0.453,0.061,0.078,0.107,0.048,0.039,0
0.073,2.366,0.922,0.208,0.862,0.361,0.138,0.011,0.016,0.026,0.007,0.005,0
-0.191,2.553,1.062,0.157,0.885,0.241,0.118,0,0.002,0.005,0,0,0
0.671,2.894,1.193,0.393,0.655,0.514,0.345,0.015,0.038,0.054,0.011,0.01,0
0.12,0.735,0.484,0.113,0.521,0.215,0,0.011,0.015,0.024,0.007,0.004,0
0.03,2.937,0.945,0.199,0.879,0.316,0.121,0.004,0.008,0.016,0.003,0.002,0
-0.005,2.113,0.618,0.063,0.973,0.261,0.027,0.009,0.013,0.021,0.005,0.003,0
0.235,2.453,1.071,0.275,0.789,0.421,0.211,0.014,0.022,0.035,0.012,0.008,0
0.004,2.586,0.684,0.014,0.192,0.068,0.011,0.002,0.003,0.005,0.001,0.001,0
0.098,2.882,0.852,0.19,0.877,0.358,0.125,0.008,0.014,0.025,0.005,0.004,0
0.082,2.824,1.053,0.248,0.823,0.354,0.178,0.012,0.018,0.029,0.01,0.007,0
-0.038,2.777,0.911,0.151,0.903,0.284,0.097,0.005,0.009,0.016,0.003,0.002,0
-0.01,1.84,0.721,0.088,0.513,0.168,0.045,0.002,0.004,0.008,0.001,0.001,0
0.038,2.941,0.807,0.172,0.899,0.33,0.102,0.007,0.011,0.02,0.005,0.003,0
0.051,2.793,0.675,0.145,0.928,0.287,0.072,0.005,0.009,0.017,0.003,0.002,0
-0.141,1.516,0.897,0.175,0.846,0.249,0.154,0.003,0.003,0.008,0.001,0.001,0
0.165,2.838,0.857,0.226,0.855,0.376,0.145,0.011,0.016,0.027,0.008,0.006,0
0.275,2.89,1.075,0.241,0.809,0.505,0.191,0.013,0.029,0.043,0.01,0.01,0
0.036,0.973,0.739,0.345,0.999,0.385,0.001,0.006,0.013,0.025,0.004,0.003,0
-0.097,0.064,0.589,0,0,0,0,0,0,0,0,0,0
0.039,2.729,0.758,0.152,0.904,0.313,0.096,0.003,0.006,0.013,0.001,0.001,0
-0.106,2.744,0.888,0.162,0.904,0.273,0.096,0.001,0.007,0.011,0.001,0.001,0
0.269,2.249,0.784,0.264,0.854,0.416,0.146,0.01,0.013,0.025,0.008,0.004,0
0.251,2.941,0.942,0.266,0.822,0.415,0.178,0.01,0.019,0.034,0.007,0.005,0
0.08,0.707,0.549,0.009,1,0.378,0,0.025,0.035,0.053,0.017,0.011,0
0.093,2.348,0.806,0.211,0.876,0.334,0.124,0.004,0.01,0.017,0.001,0.001,0
0.215,1.872,1.105,0.342,0.718,0.44,0.282,0.032,0.04,0.056,0.027,0.021,0
0.109,2.89,0.807,0.207,0.891,0.393,0.109,0.009,0.014,0.026,0.006,0.004,0
0.035,0.762,0.73,0.362,1,0.472,0,0.014,0.021,0.038,0.009,0.004,0
-0.064,2.505,0.815,0.143,0.923,0.298,0.077,0.002,0.004,0.009,0.001,0.001,0
0.387,2.838,1.084,0.339,0.756,0.446,0.244,0.026,0.035,0.05,0.021,0.018,0
-0.088,1.472,0.823,0.156,0.846,0.249,0.154,0.001,0.004,0.01,0,0,0
0.102,2.727,0.921,0.21,0.863,0.342,0.138,0.007,0.012,0.021,0.006,0.004,0
0.072,2.937,0.811,0.171,0.901,0.354,0.099,0.008,0.01,0.019,0.004,0.003,0
0.019,2.941,0.862,0.171,0.897,0.345,0.103,0.005,0.01,0.019,0.003,0.002,0
-0.189,2.47,0.945,0.15,0.923,0.27,0.077,0.003,0.006,0.011,0.002,0.001,0
-0.183,2.589,1.106,0.187,0.859,0.253,0.142,0.005,0.009,0.015,0.004,0.003,0
0.078,2.481,0.752,0.028,0.159,0.047,0.016,0.001,0.001,0.002,0,0,0
-0.35,1.606,0.974,0.063,0.939,0.137,0.061,0.002,0.002,0.002,0,0,0
0.432,2.687,1.212,0.347,0.718,0.441,0.282,0.022,0.036,0.052,0.018,0.015,0
0.256,2.712,1.056,0.264,0.796,0.4,0.204,0.015,0.025,0.039,0.012,0.009,0
0.27,2.88,0.951,0.287,0.803,0.417,0.197,0.02,0.028,0.042,0.015,0.013,0
0.197,2.941,0.939,0.256,0.829,0.395,0.171,0.014,0.02,0.032,0.01,0.008,0
0.049,2.686,0.812,0.158,0.896,0.28,0.104,0.005,0.009,0.015,0.004,0.002,0
0.172,2.749,1.035,0.273,0.814,0.373,0.186,0.013,0.022,0.033,0.009,0.006,0
0.043,2.551,0.717,0.149,0.892,0.284,0.108,0.003,0.005,0.013,0.001,0.001,0
-0.021,0.759,0.659,0.095,0.847,0.455,0,0.012,0.019,0.033,0.005,0.003,0
-0.17,1.409,0.842,0.169,0.886,0.239,0.114,0.001,0.004,0.009,0,0,0
-0.155,1.898,0.806,0.095,0.991,0.364,0.009,0.006,0.012,0.022,0.002,0.001,0
0.051,2.826,0.764,0.105,0.93,0.426,0.07,0.015,0.024,0.037,0.008,0.006,0
0.1,2.885,0.967,0.205,0.851,0.351,0.15,0.009,0.016,0.024,0.006,0.004,0
-0.501,2.062,1.003,0.089,0.945,0.152,0.055,0,0.003,0.004,0,0,0
0.635,2.314,1.327,0.512,0.553,0.588,0.447,0.04,0.065,0.091,0.037,0.029,0
0.024,2.699,0.701,0.027,0.275,0.081,0.016,0.002,0.004,0.006,0.002,0.001,0
0.061,0.937,0.602,0.2,0.999,0.482,0.001,0.016,0.028,0.048,0.011,0.008,0
0.091,2.882,0.63,0.107,0.929,0.236,0.071,0.004,0.008,0.014,0.002,0.002,0
-0.247,2.159,1.246,0.204,0.86,0.276,0.14,0.01,0.017,0.026,0.006,0.006,0
-0.111,2.941,0.846,0.097,0.638,0.18,0.059,0.002,0.003,0.006,0.001,0.001,0
0.361,2.676,1.07,0.339,0.753,0.447,0.247,0.015,0.028,0.042,0.013,0.008,0
0.021,2.941,0.821,0.168,0.896,0.313,0.104,0.006,0.009,0.017,0.004,0.003,0
-0.005,2.941,0.769,0.104,0.928,0.327,0.072,0.006,0.011,0.021,0.003,0.002,0
-0.008,2.773,0.833,0.182,0.911,0.32,0.089,0.005,0.008,0.016,0.003,0.002,0
0.18,2.724,0.878,0.248,0.859,0.373,0.142,0.009,0.016,0.027,0.007,0.005,0
0.078,2.57,0.796,0.142,0.912,0.432,0.088,0.009,0.017,0.03,0.006,0.005,0
0.035,2.814,0.789,0.079,0.493,0.137,0.05,0.002,0.003,0.006,0.001,0.001,0
-0.055,1.857,0.76,0.161,0.904,0.271,0.096,0.003,0.006,0.012,0.002,0.001,0
0.028,2.838,0.766,0.109,0.925,0.348,0.075,0.01,0.014,0.025,0.006,0.005,0
0.942,2.615,1.039,0.565,0.514,0.685,0.486,0.066,0.084,0.117,0.055,0.047,0
0.075,2.696,0.785,0.169,0.899,0.342,0.101,0.006,0.011,0.021,0.003,0.003,0
0.265,1.189,0.672,0.42,0.833,0.463,0.167,0.014,0.024,0.034,0.007,0.004,0
0.257,2.737,1.096,0.297,0.785,0.497,0.215,0.029,0.041,0.066,0.025,0.021,0
-0.095,2.455,0.819,0.148,0.904,0.258,0.097,0.003,0.004,0.009,0.002,0,0
