cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
0.323,2.85,1.178,0.328,0.752,0.445,0.248,0.026,0.035,0.051,0.021,0.016,0
0.002,2.775,0.727,0.148,0.918,0.317,0.082,0.005,0.008,0.015,0.003,0.002,0
0.182,2.09,1.225,0.339,0.748,0.416,0.252,0.014,0.023,0.044,0.009,0.006,0
0.056,2.838,0.723,0.125,0.948,0.394,0.052,0.013,0.022,0.035,0.009,0.006,0
0.329,2.679,0.992,0.338,0.785,0.466,0.215,0.017,0.03,0.052,0.011,0.009,0
-0.102,0.915,0.662,0.046,0.999,0.244,0.001,0.005,0.011,0.019,0.004,0.002,0
0.013,1.546,0.704,0.152,0.86,0.259,0.138,0,0.002,0.004,0,0,0
0.029,1.431,0.559,0.039,0.965,0.155,0.035,0,0,0.002,0,0,0
0.053,2.902,0.8,0.168,0.898,0.325,0.102,0.006,0.01,0.018,0.004,0.003,0
-0.041,2.459,0.821,0.067,0.375,0.11,0.046,0.001,0.002,0.004,0.001,0,0
0.131,2.941,0.857,0.057,0.237,0.099,0.036,0.002,0.004,0.007,0.002,0.001,0
-0.013,2.937,0.79,0.146,0.918,0.304,0.082,0.002,0.004,0.01,0.001,0.001,0
-0.031,2.941,0.823,0.138,0.919,0.278,0.081,0.004,0.007,0.013,0.003,0.002,0
-0.022,0.648,0.574,0.002,1,0.102,0,0,0.003,0.006,0,0,0
0.424,2.769,1.25,0.375,0.698,0.478,0.302,0.022,0.038,0.06,0.015,0.011,0
0.401,2.861,1.123,0.008,0.017,0.011,0.007,0,0.001,0.001,0,0,0
0.103,2.941,0.834,0.177,0.876,0.374,0.124,0.008,0.012,0.023,0.005,0.003,0
-0.007,2.84,0.858,0.172,0.898,0.304,0.102,0.004,0.007,0.015,0.003,0.002,0
0.119,2.117,0.697,0.033,0.178,0.071,0.026,0,0.001,0.003,0,0,0
-0.118,0.74,0.747,0.037,1,0.47,0,0.01,0.017,0.034,0.006,0.003,0
0.077,2.941,0.893,0.201,0.87,0.332,0.13,0.009,0.014,0.022,0.007,0.005,0
0.121,2.941,0.878,0.214,0.863,0.351,0.138,0.005,0.011,0.017,0.003,0.002,0
-0.007,2.102,0.965,0.219,0.89,0.406,0.11,0.019,0.028,0.042,0.015,0.015,0
-0.011,1.336,0.716,0.145,0.969,0.416,0.031,0.01,0.016,0.031,0.006,0.004,0
0.039,1.699,0.766,0.17,0.863,0.288,0.137,0.005,0.006,0.015,0.003,0.002,0
0.094,2.339,0.882,0.221,0.879,0.338,0.122,0.008,0.013,0.023,0.005,0.004,0
0.624,2.746,1.187,0.418,0.645,0.509,0.355,0.031,0.048,0.064,0.024,0.022,0
0.094,2.751,1.038,0.217,0.842,0.313,0.158,0.006,0.014,0.024,0.006,0.004,0
-0.074,2.328,0.878,0.145,0.907,0.306,0.093,0.004,0.008,0.015,0.003,0.002,0
-0.028,1.856,0.756,0.159,0.859,0.268,0.141,0.001,0.003,0.006,0,0,0
0.386,2.851,1.172,0.335,0.747,0.455,0.253,0.019,0.035,0.04,0.014,0.008,0
-0.062,2.494,0.739,0.119,0.946,0.292,0.055,0.005,0.009,0.017,0.003,0.002,0
0.241,2.649,0.908,0.249,0.833,0.365,0.168,0.016,0.023,0.037,0.012,0.009,0
-0.052,1.158,0.67,0.057,0.995,0.361,0.005,0.009,0.017,0.03,0.005,0.003,0
0.143,2.683,0.854,0.233,0.881,0.387,0.119,0.01,0.015,0.026,0.005,0.005,0
0.031,2.941,0.8,0.074,0.398,0.138,0.044,0.002,0.003,0.006,0.001,0.001,0
0.08,2.797,0.83,0.204,0.857,0.323,0.143,0.006,0.01,0.017,0.004,0.002,0
0.101,2.636,0.922,0.205,0.849,0.337,0.151,0.008,0.014,0.023,0.006,0.005,0
0.004,0.276,0.481,0,0.201,0,0,0,0,0,0,0,0
0.332,2.826,1.072,0.312,0.779,0.443,0.221,0.018,0.029,0.043,0.014,0.011,0
0.112,2.351,0.76,0.176,0.899,0.341,0.101,0.006,0.011,0.023,0.004,0.003,0
0.168,2.684,0.896,0.235,0.851,0.361,0.149,0.007,0.013,0.02,0.005,0.005,0
0.092,2.607,0.895,0.176,0.893,0.404,0.107,0.008,0.017,0.026,0.006,0.005,0
0.077,2.494,0.854,0.204,0.87,0.343,0.13,0.004,0.009,0.016,0.002,0.002,0
0.17,2.937,0.757,0.184,0.884,0.386,0.116,0.01,0.017,0.031,0.007,0.005,0
0.161,2.941,0.851,0.219,0.864,0.371,0.136,0.009,0.014,0.024,0.006,0.004,0
0.135,2.579,1.007,0.238,0.851,0.328,0.149,0.006,0.015,0.02,0.006,0.005,0
0.181,2.865,0.972,0.22,0.846,0.389,0.155,0.009,0.015,0.026,0.005,0.004,0
0.244,1.892,1.004,0.357,0.746,0.435,0.254,0.023,0.033,0.045,0.014,0.014,0
0.506,2.657,1.066,0.385,0.707,0.486,0.293,0.019,0.038,0.049,0.014,0.01,0
0.205,2.532,0.991,0.049,0.196,0.112,0.036,0.004,0.006,0.011,0.003,0.002,0
-0.354,0.064,0.923,0,0,0,0,0,0,0,0,0,0
-0.002,2.229,1.013,0.218,0.853,0.342,0.147,0.01,0.015,0.024,0.007,0.006,0
0.565,2.894,1.204,0.426,0.662,0.554,0.338,0.034,0.044,0.064,0.025,0.02,0
0.249,2.339,1.021,0.305,0.777,0.418,0.224,0.018,0.026,0.039,0.015,0.012,0
0.617,2.59,1.151,0.41,0.643,0.567,0.357,0.033,0.052,0.074,0.025,0.017,0
0.454,2.941,1.038,0.342,0.726,0.501,0.274,0.027,0.039,0.058,0.022,0.016,0
0.068,2.719,0.635,0.099,0.934,0.254,0.066,0.007,0.012,0.021,0.004,0.003,0
0.169,2.894,0.876,0.209,0.858,0.382,0.142,0.009,0.015,0.025,0.007,0.005,0
-0.043,2.507,0.931,0.17,0.875,0.271,0.126,0.005,0.008,0.014,0.003,0.002,0
0.074,2.882,0.782,0.175,0.899,0.326,0.101,0.005,0.009,0.016,0.003,0.002,0
0.011,2.788,0.88,0.178,0.89,0.311,0.11,0.006,0.009,0.016,0.004,0.003,0
-0.082,2.709,1.095,0.18,0.874,0.309,0.126,0.002,0.009,0.012,0.001,0,0
0.064,2.315,0.931,0.206,0.839,0.348,0.162,0.006,0.011,0.019,0.004,0.004,0
0.159,2.861,0.834,0.215,0.88,0.413,0.12,0.009,0.016,0.028,0.005,0.003,0
0.008,2.768,0.722,0.122,0.925,0.275,0.075,0.003,0.005,0.011,0.001,0.001,0
0.461,2.279,0.931,0.381,0.734,0.5,0.268,0.026,0.034,0.054,0.02,0.016,0
0.338,2.693,1.168,0.321,0.739,0.444,0.261,0.022,0.035,0.05,0.018,0.014,0
0.017,2.371,1.084,0.237,0.832,0.37,0.168,0.01,0.016,0.031,0.007,0.005,0
0.262,2.563,1.056,0.31,0.768,0.433,0.232,0.013,0.02,0.045,0.01,0.01,0
0.093,2.937,0.698,0.119,0.923,0.257,0.077,0.007,0.011,0.019,0.005,0.004,0
0.087,2.884,0.921,0.198,0.877,0.312,0.124,0.005,0.01,0.016,0.004,0.003,0
-0.005,2.781,0.824,0.165,0.903,0.3,0.097,0.003,0.006,0.012,0.002,0.001,0
-0.133,0.412,0.597,0,0.001,0,0,0,0,0,0,0,0
-0.014,2.694,0.731,0.112,0.942,0.307,0.059,0.007,0.012,0.022,0.005,0.003,0
0.062,1.886,0.894,0.244,0.825,0.37,0.175,0.01,0.018,0.028,0.008,0.005,0
0.193,2.885,0.827,0.212,0.862,0.418,0.138,0.016,0.023,0.037,0.011,0.007,0
-0.012,2.432,0.732,0.121,0.938,0.294,0.062,0.005,0.008,0.016,0.003,0.002,0
-0.099,2.301,0.732,0.01,0.129,0.019,0.005,0,0.001,0.001,0,0,0
0.037,2.558,1.048,0.225,0.846,0.357,0.154,0.007,0.013,0.026,0.004,0.003,0
0.858,2.861,1.145,0.55,0.55,0.663,0.45,0.044,0.071,0.099,0.035,0.029,0
0.084,2.266,0.71,0.153,0.92,0.378,0.08,0.011,0.018,0.029,0.007,0.005,0
-0.079,1.446,0.796,0.255,0.887,0.284,0.113,0.005,0.008,0.014,0.003,0.002,0
-0.031,2.415,0.935,0.186,0.877,0.315,0.123,0.002,0.008,0.012,0.002,0.002,0
-0.094,2.355,1.012,0.19,0.869,0.285,0.131,0.006,0.012,0.016,0.004,0.003,0
0.023,2.941,0.856,0.177,0.893,0.327,0.107,0.005,0.008,0.017,0.003,0.002,0
0.307,2.645,1.11,0.321,0.742,0.417,0.258,0.02,0.032,0.048,0.016,0.013,0
-0.111,1.694,0.941,0.186,0.835,0.265,0.165,0.008,0.014,0.02,0.006,0.005,0
0.047,1.465,0.852,0.255,0.772,0.313,0.228,0.003,0.011,0.017,0.001,0,0
-0.179,2.177,0.991,0.16,0.891,0.259,0.109,0.006,0.01,0.016,0.004,0.004,0
-0.034,2.785,1.01,0.182,0.872,0.288,0.129,0.004,0.008,0.014,0.003,0.003,0
0.024,0.68,0.709,0.223,1,0.466,0,0.012,0.023,0.043,0.008,0.006,0
0.076,2.941,0.763,0.172,0.904,0.328,0.096,0.007,0.011,0.02,0.004,0.003,0
0.221,2.489,1.211,0.341,0.752,0.433,0.248,0.02,0.033,0.049,0.016,0.011,0
0.149,2.937,0.744,0.16,0.888,0.324,0.112,0.006,0.011,0.02,0.004,0.003,0
0.253,2.854,0.934,0.27,0.841,0.395,0.16,0.011,0.017,0.028,0.008,0.005,0
0.503,2.775,1.076,0.387,0.71,0.51,0.291,0.022,0.037,0.055,0.018,0.013,0
0.055,2.887,0.884,0.178,0.89,0.295,0.11,0.005,0.009,0.015,0.003,0.002,0
-0.115,0.163,0.63,0,0.053,0,0,0,0,0,0,0,0
-0.133,2.569,0.863,0.136,0.916,0.253,0.084,0.001,0.003,0.007,0,0,0
0.267,2.834,1.142,0.283,0.793,0.407,0.207,0.014,0.029,0.033,0.011,0.008,0
-0.128,2.167,0.951,0.154,0.913,0.254,0.087,0.002,0.003,0.009,0.001,0,0
-0.057,2.785,0.971,0.165,0.894,0.29,0.106,0.005,0.008,0.015,0.003,0.002,0
0.058,2.783,0.72,0.14,0.909,0.347,0.091,0.005,0.009,0.02,0.003,0.002,0
0.041,2.158,0.771,0.17,0.871,0.311,0.129,0.003,0.006,0.012,0.002,0.001,0
0.125,2.677,1.051,0.14,0.498,0.198,0.099,0.005,0.01,0.016,0.004,0.003,0
-0.294,1.128,0.849,0.171,0.898,0.182,0.102,0,0,0.005,0,0,0
-0.044,2.89,0.934,0.158,0.893,0.26,0.107,0.004,0.006,0.011,0.002,0.001,0
0.417,2.671,1.112,0.363,0.713,0.477,0.287,0.02,0.032,0.044,0.018,0.013,0
0.143,2.89,0.745,0.166,0.897,0.328,0.103,0.008,0.013,0.023,0.005,0.004,0
0.026,2.84,0.777,0.172,0.915,0.34,0.085,0.003,0.007,0.015,0.002,0.001,0
0.305,2.932,0.915,0.245,0.83,0.477,0.17,0.015,0.026,0.04,0.011,0.009,0
-0.024,2.838,0.744,0.102,0.942,0.27,0.058,0.004,0.007,0.014,0.003,0.002,0
0.43,2.894,1.211,0.293,0.738,0.366,0.262,0.027,0.04,0.057,0.022,0.017,0
0.104,2.705,0.749,0.159,0.911,0.376,0.089,0.008,0.013,0.024,0.005,0.003,0
0.137,2.366,0.751,0.215,0.876,0.349,0.124,0.002,0.005,0.015,0.001,0.001,0
-0.093,2.455,0.856,0.069,0.427,0.129,0.035,0.003,0.005,0.009,0.002,0.001,0
-0.043,2.611,0.937,0.189,0.891,0.279,0.109,0.004,0.007,0.012,0.003,0.002,0
0.604,2.941,1.029,0.39,0.682,0.552,0.318,0.031,0.045,0.065,0.023,0.02,0
0.337,2.873,0.944,0.317,0.781,0.456,0.219,0.02,0.03,0.047,0.013,0.011,0
-0.015,1.02,0.748,0.265,0.933,0.357,0.067,0.005,0.011,0.023,0.003,0.002,0
0.061,2.53,0.663,0.126,0.927,0.35,0.073,0.008,0.014,0.025,0.005,0.004,0
0.405,2.941,1.512,0.389,0.665,0.491,0.335,0.021,0.041,0.054,0.014,0.01,0
-0.234,2.6,0.882,0.109,0.937,0.195,0.063,0.001,0.002,0.004,0.001,0.001,0
0.039,2.837,0.803,0.169,0.898,0.319,0.102,0.005,0.008,0.015,0.003,0.002,0
0.297,2.894,0.925,0.251,0.813,0.488,0.187,0.02,0.035,0.055,0.016,0.011,0
0.225,2.649,0.873,0.258,0.845,0.392,0.155,0.01,0.016,0.028,0.006,0.005,0
0.473,2.89,1.002,0.344,0.74,0.481,0.261,0.025,0.035,0.051,0.019,0.014,0
0.409,2.746,1.119,0.358,0.732,0.464,0.268,0.021,0.033,0.05,0.016,0.013,0
0.561,2.884,1.143,0.38,0.706,0.507,0.294,0.033,0.043,0.059,0.025,0.019,0
0.184,2.562,0.918,0.211,0.849,0.388,0.154,0.011,0.02,0.033,0.006,0.005,0
-0.041,2.941,0.828,0.121,0.924,0.221,0.076,0.005,0.008,0.013,0.003,0.002,0
0.059,2.848,1.131,0.236,0.839,0.335,0.161,0.009,0.012,0.022,0.006,0.001,0
-0.062,1.748,0.599,0.004,0.635,0.061,0.004,0.002,0.003,0.006,0.001,0.001,0
0.039,2.439,0.585,0.001,0.026,0.007,0.001,0,0,0,0,0,0
0.141,2.548,0.939,0.227,0.848,0.383,0.152,0.011,0.018,0.029,0.007,0.005,0
0.1,2.061,0.746,0.25,0.845,0.339,0.155,0.004,0.009,0.017,0.003,0.003,0
0.085,1.485,0.557,0.059,0.983,0.442,0.017,0.011,0.014,0.028,0.007,0.002,0
0.103,2.354,0.746,0.165,0.885,0.341,0.115,0.003,0.008,0.015,0.002,0.001,0
1.311,2.793,1.283,0.726,0.342,0.804,0.658,0.062,0.1,0.141,0.051,0.038,0
0.115,2.612,0.931,0.2,0.861,0.376,0.139,0.008,0.017,0.023,0.005,0.003,0
-0.028,2.884,0.906,0.176,0.89,0.302,0.111,0.001,0.004,0.009,0,0,0
0.122,2.941,0.872,0.205,0.87,0.384,0.131,0.008,0.014,0.026,0.005,0.004,0
-0.072,1.121,0.723,0.184,0.967,0.225,0.033,0.002,0.005,0.009,0,0,0
0.322,2.941,1.023,0.278,0.794,0.456,0.206,0.017,0.027,0.044,0.014,0.011,0
0.013,2.793,0.859,0.179,0.891,0.314,0.109,0.004,0.007,0.015,0.003,0.002,0
-0.076,2.559,0.767,0.108,0.939,0.333,0.061,0.008,0.011,0.023,0.006,0.003,0
-0.009,1.938,0.75,0.149,0.886,0.261,0.114,0,0.002,0.006,0,0,0
-0.386,1.422,1.01,0.122,0.909,0.167,0.091,0,0,0.001,0,0,0
0.122,2.72,0.841,0.202,0.852,0.381,0.148,0.008,0.014,0.026,0.004,0.003,0
0.117,2.818,0.857,0.21,0.876,0.365,0.124,0.007,0.012,0.021,0.004,0.002,0
0.051,0.729,0.618,0.154,1,0.464,0,0.013,0.02,0.036,0.009,0.006,0
-0.097,2.861,0.912,0.15,0.911,0.272,0.089,0.004,0.008,0.016,0.003,0.003,0
0.107,2.801,0.814,0.196,0.869,0.353,0.131,0.006,0.009,0.019,0.004,0.003,0
0.045,2.894,0.925,0.175,0.886,0.352,0.114,0.006,0.012,0.019,0.005,0.004,0
-0.044,2.826,0.834,0.124,0.921,0.255,0.079,0.006,0.01,0.017,0.005,0.003,0
0.105,0.795,0.457,0.001,0.155,0.034,0,0.001,0.002,0.004,0.001,0.001,0
-0.107,2.532,0.848,0.145,0.907,0.248,0.093,0.001,0.005,0.008,0.001,0.001,0
-0.101,1.233,0.68,0.074,0.992,0.228,0.008,0.005,0.009,0.016,0.003,0.001,0
0.179,2.663,0.967,0.256,0.821,0.359,0.179,0.009,0.014,0.026,0.006,0.006,0
0.013,2.861,0.774,0.024,0.151,0.052,0.012,0.001,0.001,0.003,0,0,0
-0.068,2.34,0.876,0.166,0.912,0.307,0.089,0.003,0.007,0.013,0.002,0.002,0
0.669,2.937,1.178,0.4,0.668,0.559,0.332,0.032,0.047,0.072,0.023,0.018,0
0.174,2.716,0.9,0.227,0.834,0.377,0.167,0.006,0.012,0.024,0.005,0.004,0
0.501,2.384,1.163,0.438,0.637,0.523,0.363,0.019,0.031,0.055,0.014,0.012,0
-0.23,2.67,0.911,0.053,0.373,0.098,0.026,0.001,0.002,0.005,0.001,0.001,0
-0.079,2.645,0.914,0.162,0.901,0.252,0.099,0.001,0.004,0.007,0.001,0.001,0
0.008,2.528,1.021,0.222,0.841,0.318,0.159,0.009,0.015,0.026,0.007,0.004,0
0.149,1.934,0.778,0.197,0.825,0.362,0.175,0.006,0.01,0.022,0.004,0.003,0
0.622,2.233,1.034,0.479,0.679,0.579,0.321,0.032,0.051,0.08,0.024,0.022,0
0.394,2.709,0.895,0.333,0.786,0.465,0.215,0.012,0.019,0.037,0.008,0.005,0
0.144,2.527,0.771,0.02,0.093,0.039,0.012,0.001,0.001,0.003,0.001,0,0
-0.379,1.408,1.058,0.145,0.881,0.165,0.119,0,0.001,0.001,0,0,0
0.142,2.941,0.82,0.216,0.867,0.369,0.133,0.01,0.015,0.026,0.007,0.005,0
0.045,2.013,0.711,0.148,0.898,0.314,0.102,0.007,0.011,0.02,0.004,0.002,0
0.03,2.937,0.76,0.097,0.632,0.222,0.063,0.003,0.006,0.013,0.002,0.001,0
0.117,2.941,0.749,0.135,0.927,0.341,0.073,0.009,0.014,0.025,0.006,0.005,0
0.038,2.713,0.757,0.035,0.182,0.058,0.018,0.001,0.001,0.003,0,0,0
0.068,2.793,0.712,0.036,0.217,0.065,0.018,0.001,0.001,0.003,0.001,0,0
0.001,2.757,0.828,0.166,0.904,0.328,0.096,0.005,0.009,0.016,0.003,0.002,0
0.213,2.374,0.896,0.138,0.46,0.218,0.09,0.005,0.011,0.017,0.004,0.003,0
0.083,2.03,0.526,0.046,0.971,0.114,0.029,0,0.002,0.004,0,0,0
0.156,2.715,0.993,0.242,0.837,0.343,0.163,0.009,0.015,0.024,0.007,0.006,0
0.068,0.292,0.47,0,1,0,0,0,0,0,0,0,0
0.028,2.447,0.82,0.165,0.897,0.31,0.103,0.006,0.01,0.017,0.003,0.002,0
0.331,2.621,1.509,0.381,0.687,0.446,0.315,0.024,0.045,0.061,0.023,0.019,0
-0.012,1.827,0.647,0.134,0.933,0.246,0.068,0.005,0.008,0.015,0.003,0.002,0
0.074,2.861,0.792,0.165,0.896,0.335,0.104,0.004,0.008,0.017,0.003,0.002,0
0.085,2.884,0.981,0.194,0.857,0.366,0.143,0.012,0.02,0.032,0.008,0.007,0
0.065,2.624,0.905,0.225,0.868,0.333,0.132,0.007,0.009,0.019,0.005,0.004,0
0.066,2.537,0.618,0.113,0.957,0.256,0.043,0.007,0.012,0.02,0.004,0.003,0
0.201,2.861,0.819,0.259,0.827,0.386,0.173,0.005,0.009,0.02,0.003,0.003,0
0.475,2.449,1.135,0.394,0.701,0.497,0.299,0.024,0.044,0.064,0.021,0.018,0
0.003,2.313,0.757,0.19,0.882,0.301,0.118,0.003,0.005,0.011,0.001,0.001,0
-0.241,2.573,1.16,0.171,0.866,0.243,0.134,0.003,0.009,0.015,0.002,0.002,0
0.202,2.126,0.904,0.252,0.826,0.406,0.174,0.011,0.019,0.031,0.008,0.006,0
1.42,2.728,1.078,0.712,0.376,0.83,0.624,0.088,0.118,0.163,0.079,0.066,0
-0.183,0.92,0.908,0.169,0.993,0.409,0.007,0.005,0.013,0.024,0.003,0.001,0
0.083,2.941,0.814,0.173,0.89,0.319,0.11,0.005,0.009,0.017,0.003,0.002,0
0.006,0.497,0.546,0,0.118,0.066,0,0.002,0.004,0.005,0.001,0,0
0.327,2.657,1.145,0.347,0.737,0.443,0.263,0.026,0.037,0.052,0.02,0.016,0
-0.118,2.477,0.898,0.159,0.921,0.305,0.079,0.004,0.007,0.011,0.003,0.001,0
0.089,2.712,0.797,0.184,0.879,0.374,0.121,0.006,0.01,0.02,0.002,0.001,0
0.109,2.527,0.779,0.189,0.891,0.357,0.109,0.009,0.014,0.024,0.006,0.004,0
-0.156,2.772,0.895,0.144,0.941,0.309,0.059,0.005,0.009,0.019,0.004,0.003,0
0.106,2.335,0.949,0.231,0.831,0.356,0.169,0.008,0.014,0.024,0.005,0.004,0
0.018,2.731,0.77,0.155,0.912,0.298,0.088,0.002,0.004,0.009,0.001,0,0
-0.118,1.978,0.739,0.065,0.968,0.216,0.033,0.004,0.006,0.013,0.002,0.001,0
0.308,2.055,0.98,0.32,0.804,0.433,0.196,0.013,0.017,0.035,0.011,0.008,0
0.201,2.885,0.82,0.219,0.853,0.414,0.147,0.012,0.019,0.031,0.008,0.005,0
0.834,2.536,0.952,0.566,0.607,0.66,0.393,0.056,0.075,0.104,0.04,0.033,0
0.267,1.49,0.775,0.374,0.681,0.407,0.319,0.009,0.019,0.03,0.008,0.006,0
-0.031,1.356,0.679,0.122,0.972,0.325,0.028,0.005,0.009,0.019,0.003,0.002,0
0.01,2.22,0.986,0.206,0.856,0.328,0.144,0.007,0.013,0.02,0.006,0.004,0
-0.051,2.66,0.805,0.142,0.914,0.285,0.086,0.005,0.01,0.016,0.003,0.002,0
-0.218,1.493,0.808,0.119,0.929,0.153,0.072,0,0.001,0.004,0,0,0
0.022,2.804,0.774,0.027,0.17,0.059,0.015,0.001,0.002,0.003,0.001,0,0
-0.253,2.124,1.034,0.174,0.878,0.238,0.122,0.003,0.006,0.01,0.002,0.002,0
0.251,2.871,0.981,0.271,0.822,0.402,0.178,0.012,0.02,0.031,0.009,0.007,0
0.063,2.894,0.86,0.174,0.889,0.301,0.111,0.006,0.01,0.016,0.004,0.003,0
-0.153,2.047,0.848,0.147,0.915,0.235,0.085,0.002,0.005,0.01,0.001,0.001,0
0.439,2.882,0.992,0.332,0.743,0.485,0.259,0.021,0.037,0.053,0.011,0.009,0
0.04,2.698,0.786,0.057,0.399,0.124,0.034,0.002,0.005,0.006,0.001,0.001,0
-0.046,2.833,0.819,0.143,0.918,0.296,0.082,0.003,0.006,0.012,0.001,0.001,0
0.493,2.618,1.19,0.405,0.701,0.505,0.299,0.018,0.046,0.059,0.017,0.014,0
0.098,2.15,0.734,0.116,0.459,0.195,0.059,0.002,0.004,0.009,0.001,0,0
-0.112,2.514,0.795,0.108,0.943,0.243,0.058,0.002,0.003,0.006,0.001,0.001,0
0.207,1.662,0.891,0.238,0.768,0.423,0.232,0.009,0.021,0.03,0.003,0.002,0
-0.153,2.773,0.919,0.023,0.161,0.059,0.011,0.001,0.002,0.004,0.001,0,0
0.786,2.419,0.941,0.542,0.605,0.66,0.395,0.055,0.076,0.104,0.046,0.039,0
-0.056,0.798,0.611,0.005,1,0.201,0,0.005,0.008,0.016,0.003,0.002,0
-0.01,2.941,0.842,0.161,0.903,0.288,0.097,0.004,0.007,0.013,0.003,0.002,0
0.029,2.612,0.805,0.161,0.896,0.331,0.104,0.007,0.01,0.019,0.004,0.003,0
-0.203,2.598,0.936,0.115,0.931,0.249,0.069,0.004,0.006,0.012,0.003,0.002,0
0.003,0.634,0.667,0.005,1,0.444,0,0.015,0.019,0.04,0.009,0.005,0
0.139,1.123,0.647,0.306,0.905,0.356,0.095,0.008,0.015,0.029,0.005,0.004,0
-0.252,2.434,0.886,0.139,0.903,0.177,0.097,0.001,0.004,0.007,0.001,0.001,0
0.147,2.519,0.89,0.207,0.854,0.35,0.15,0.007,0.013,0.022,0.006,0.005,0
0.013,2.568,0.958,0.19,0.873,0.305,0.127,0.007,0.011,0.018,0.005,0.004,0
0.015,1.95,0.96,0.212,0.837,0.304,0.163,0.004,0.011,0.019,0.003,0.003,0
-0.047,2.84,0.998,0.179,0.883,0.298,0.117,0.005,0.01,0.016,0.004,0.003,0
0.136,2.677,0.933,0.243,0.836,0.366,0.165,0.009,0.014,0.024,0.007,0.004,0
-0.044,2.824,0.815,0.095,0.673,0.24,0.058,0.004,0.007,0.014,0.002,0.001,0
0.05,2.595,0.743,0.139,0.898,0.339,0.102,0.006,0.011,0.02,0.004,0.002,0
0.043,2.937,0.96,0.188,0.876,0.343,0.124,0.009,0.014,0.022,0.006,0.005,0
0.069,2.937,0.715,0.179,0.914,0.325,0.086,0.005,0.009,0.019,0.003,0.001,0
-0.042,0.861,0.738,0.001,0.005,0.002,0,0,0,0,0,0,0
-0.112,2.118,0.82,0.097,0.926,0.319,0.074,0.001,0.003,0.009,0,0,0
-0.053,2.402,0.746,0.179,0.88,0.253,0.12,0,0.001,0.004,0,0,0
0.099,2.751,0.744,0.158,0.914,0.421,0.086,0.011,0.018,0.032,0.006,0.004,0
0.043,2.458,1.174,0.236,0.806,0.352,0.194,0.012,0.024,0.032,0.01,0.008,0
0.024,2.761,0.82,0.169,0.905,0.299,0.096,0.003,0.006,0.011,0.002,0.001,0
0,2.793,0.915,0.169,0.88,0.326,0.12,0.004,0.007,0.016,0.002,0.002,0
0.006,2.861,0.846,0.15,0.768,0.265,0.09,0.004,0.007,0.014,0.003,0.002,0
0.21,2.653,1.096,0.31,0.779,0.413,0.221,0.017,0.025,0.038,0.014,0.011,0
0.097,1.757,0.568,0.004,0.998,0.423,0.002,0.024,0.033,0.056,0.018,0.014,0
0.215,2.555,0.889,0.105,0.396,0.187,0.075,0.004,0.008,0.014,0.003,0.002,0
-0.003,2.536,0.741,0.123,0.921,0.328,0.079,0.005,0.009,0.019,0.003,0.002,0
0.196,2.653,0.923,0.232,0.836,0.325,0.164,0.01,0.017,0.026,0.007,0.005,0
-0.106,2.701,1.027,0.164,0.888,0.28,0.116,0.005,0.01,0.016,0.003,0.003,0
0.017,2.782,0.791,0.153,0.913,0.318,0.087,0.005,0.008,0.016,0.003,0.002,0
0.11,2.735,1,0.202,0.852,0.353,0.148,0.01,0.016,0.025,0.008,0.007,0
0.217,2.941,1.066,0.277,0.805,0.376,0.195,0.014,0.023,0.032,0.01,0.009,0
0.029,2.519,0.736,0.058,0.394,0.135,0.042,0.001,0.002,0.005,0.001,0,0
-0.138,2.756,0.871,0.115,0.934,0.24,0.066,0.003,0.006,0.013,0.002,0.001,0
0.106,0.259,0.439,0,0.002,0,0,0,0,0,0,0,0
0.03,2.831,0.842,0.111,0.514,0.2,0.059,0.003,0.005,0.012,0.002,0.001,0
-0.037,0.801,0.649,0.009,0.24,0.112,0,0.004,0.007,0.01,0.002,0.002,0
0.291,2.791,0.963,0.302,0.788,0.425,0.212,0.015,0.021,0.036,0.011,0.008,0
0.074,2.687,0.941,0.157,0.89,0.337,0.11,0.012,0.019,0.03,0.008,0.006,0
0.006,1.333,0.886,0.303,0.743,0.331,0.259,0.007,0.014,0.019,0.005,0.003,0
0.077,2.837,0.987,0.202,0.857,0.356,0.143,0.011,0.018,0.029,0.008,0.006,0
0.602,2.891,1.026,0.407,0.666,0.559,0.334,0.037,0.05,0.075,0.03,0.025,0
0.133,2.646,0.766,0.044,0.192,0.092,0.02,0.003,0.005,0.008,0.002,0.001,0
0.042,2.064,0.838,0.158,0.878,0.381,0.122,0.013,0.019,0.033,0.009,0.008,0
0.003,1.087,0.65,0.101,0.978,0.189,0.022,0,0.001,0.008,0,0,0
0.348,2.941,1.027,0.302,0.775,0.448,0.225,0.023,0.032,0.048,0.018,0.015,0
0.197,1.492,0.801,0.342,0.698,0.345,0.302,0.004,0.006,0.013,0.003,0.001,0
0.058,2.865,0.606,0.042,0.692,0.164,0.025,0.005,0.008,0.014,0.003,0.002,0
-0.054,2.735,0.872,0.129,0.92,0.327,0.08,0.004,0.008,0.015,0.003,0.001,0
0.007,2.854,0.85,0.09,0.539,0.21,0.059,0.005,0.008,0.013,0.003,0.002,0
0.107,2.824,0.912,0.198,0.87,0.389,0.13,0.009,0.015,0.03,0.005,0.004,0
0.723,2.439,1.068,0.521,0.572,0.612,0.428,0.043,0.064,0.089,0.036,0.029,0
